Fantome;Source (MeV);Angle (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne r‚elle (barns);Ecart type r‚el
CYLINDRIQUE;CALIBAN3m;60;1,00E+00;9,94E-01;8,53E-01;2,32E-04;0,00E+00;8,39E-01;2,42E-07;1,59E-07
ELIPSOIDE1;SILENENU05m;210;0,00E+00;4,89E-01;9,36E-01;1,00E+00;9,79E-01;8,45E-02;2,13E-07;1,33E-07
ELIPSOIDE2;CALIBAN3m;240;0,00E+00;1,49E-02;8,93E-01;1,00E+00;1,00E+00;7,63E-01;2,38E-07;1,58E-07
ELIPSOIDE3;SILENENU4m;15;1,00E+00;9,60E-01;1,57E-02;0,00E+00;8,58E-01;9,88E-01;1,10E-07;7,30E-08
CYLINDRIQUE;SILENEPb4m;300;8,40E-01;0,00E+00;3,90E-04;8,20E-01;9,91E-01;1,00E+00;4,84E-08;3,23E-08
ELIPSOIDE4;CALIBAN025m;105;8,81E-01;1,00E+00;9,91E-01;8,89E-01;0,00E+00;1,12E-02;3,19E-07;2,22E-07
ELIPSOIDE2;CALIBAN3m;255;3,89E-02;0,00E+00;8,60E-01;9,87E-01;1,00E+00;8,89E-01;2,44E-07;1,62E-07
ELIPSOIDE3;SILENEPb4m;180;3,78E-03;8,04E-01;9,99E-01;1,00E+00;8,28E-01;0,00E+00;4,77E-08;3,22E-08
ELIPSOIDE4;SILENEPb4m;105;8,69E-01;1,00E+00;9,89E-01;8,80E-01;0,00E+00;8,14E-03;4,86E-08;3,40E-08
ELIPSOIDE4;SILENEPb4m;270;4,24E-01;0,00E+00;4,34E-01;9,88E-01;1,00E+00;9,72E-01;4,95E-08;2,92E-08
ELIPSOIDE4;SILENENU05m;120;5,84E-01;9,96E-01;1,00E+00;9,17E-01;4,35E-03;0,00E+00;1,99E-07;1,45E-07
CYLINDRIQUE;SILENEPb4m;270;1,08E-01;0,00E+00;9,88E-02;9,71E-01;1,00E+00;9,88E-01;4,31E-08;3,56E-08
ELIPSOIDE3;SILENEPb4m;315;9,67E-01;6,18E-02;0,00E+00;6,63E-02;9,84E-01;1,00E+00;4,09E-08;3,61E-08
ELIPSOIDE2;SILENEPb4m;135;8,91E-02;1,00E+00;9,95E-01;9,59E-01;8,72E-02;0,00E+00;4,15E-08;3,47E-08
CYLINDRIQUE;SILENEPb4m;60;1,00E+00;1,00E+00;8,43E-01;0,00E+00;9,31E-04;8,22E-01;4,84E-08;3,24E-08
ELIPSOIDE2;SILENENU4m;60;1,00E+00;9,96E-01;7,54E-01;0,00E+00;1,74E-02;9,10E-01;1,05E-07;7,07E-08
ELIPSOIDE1;SILENEPb4m;90;9,30E-01;1,00E+00;9,28E-01;5,81E-01;0,00E+00;5,94E-01;5,40E-08;2,63E-08
ELIPSOIDE1;SILENEPb4m;150;6,78E-02;9,63E-01;1,00E+00;9,60E-01;4,98E-01;0,00E+00;4,91E-08;3,15E-08
ELIPSOIDE2;SILENEPb4m;360;9,96E-01;7,52E-01;2,64E-03;0,00E+00;8,35E-01;1,00E+00;4,81E-08;3,15E-08
CYLINDRIQUE;Flattop;75;9,83E-01;1,00E+00;9,72E-01;4,65E-02;0,00E+00;5,51E-01;1,46E-08;9,77E-09
ELIPSOIDE3;SILENEPb4m;30;1,00E+00;9,79E-01;3,65E-02;0,00E+00;2,47E-01;9,89E-01;4,30E-08;3,45E-08
ELIPSOIDE2;SILENEPb4m;150;5,12E-02;9,86E-01;1,00E+00;9,78E-01;3,44E-01;0,00E+00;4,57E-08;3,36E-08
ELIPSOIDE1;CALIBAN025m;360;9,73E-01;8,00E-01;0,00E+00;3,67E-03;7,68E-01;1,00E+00;3,33E-07;1,92E-07
ELIPSOIDE1;CALIBAN3m;45;9,85E-01;1,00E+00;1,72E-01;0,00E+00;1,50E-01;9,49E-01;2,24E-07;1,57E-07
ELIPSOIDE2;CALIBAN3m;315;9,69E-01;1,00E-01;0,00E+00;9,65E-02;9,94E-01;1,00E+00;2,08E-07;1,69E-07
CYLINDRIQUE;CALIBAN025m;180;2,20E-03;8,35E-01;1,00E+00;9,97E-01;8,12E-01;0,00E+00;3,15E-07;2,06E-07
ELIPSOIDE1;SILENEPb4m;30;1,00E+00;9,60E-01;6,86E-02;0,00E+00;4,82E-01;9,42E-01;4,81E-08;3,07E-08
ELIPSOIDE2;Flattop;330;9,81E-01;3,67E-01;0,00E+00;6,38E-02;9,78E-01;1,00E+00;1,44E-08;1,02E-08
ELIPSOIDE1;SILENEPb4m;15;1,00E+00;9,54E-01;4,77E-02;0,00E+00;9,28E-01;9,88E-01;5,21E-08;3,10E-08
CYLINDRIQUE;CALIBAN3m;300;8,53E-01;3,50E-03;0,00E+00;8,42E-01;9,92E-01;1,00E+00;2,42E-07;1,59E-07
ELIPSOIDE2;CALIBAN025m;300;9,54E-01;1,60E-02;0,00E+00;7,70E-01;9,89E-01;1,00E+00;3,20E-07;2,10E-07
ELIPSOIDE3;SILENENU4m;90;9,79E-01;1,00E+00;9,85E-01;5,15E-01;0,00E+00;5,13E-01;1,14E-07;6,14E-08
ELIPSOIDE1;CALIBAN025m;345;1,00E+00;9,26E-01;0,00E+00;3,85E-02;9,31E-01;9,65E-01;3,53E-07;2,02E-07
ELIPSOIDE4;CALIBAN3m;30;9,99E-01;9,78E-01;2,14E-02;0,00E+00;1,58E-01;1,00E+00;2,05E-07;1,79E-07
ELIPSOIDE4;CALIBAN3m;240;0,00E+00;4,32E-03;9,22E-01;9,95E-01;1,00E+00;5,84E-01;2,26E-07;1,65E-07
CYLINDRIQUE;SILENEPb4m;315;9,56E-01;4,13E-02;0,00E+00;5,13E-01;9,65E-01;1,00E+00;4,63E-08;3,23E-08
ELIPSOIDE3;SILENEPb4m;360;1,00E+00;8,23E-01;0,00E+00;4,20E-03;8,11E-01;1,00E+00;4,75E-08;3,21E-08
ELIPSOIDE2;CALIBAN3m;15;9,95E-01;1,00E+00;2,89E-02;0,00E+00;9,34E-01;9,46E-01;2,60E-07;1,65E-07
ELIPSOIDE3;SILENENU05m;90;9,80E-01;1,00E+00;9,80E-01;5,19E-01;0,00E+00;5,18E-01;2,25E-07;1,21E-07
ELIPSOIDE4;Flattop;45;1,00E+00;9,96E-01;4,56E-02;0,00E+00;4,27E-02;9,49E-01;1,25E-08;1,15E-08
ELIPSOIDE2;CALIBAN025m;345;1,00E+00;8,92E-01;0,00E+00;2,27E-02;9,81E-01;9,75E-01;3,45E-07;2,17E-07
ELIPSOIDE4;SILENENU4m;150;1,81E-02;9,79E-01;1,00E+00;9,95E-01;1,54E-01;0,00E+00;9,01E-08;7,90E-08
ELIPSOIDE4;SILENENU05m;285;8,82E-01;0,00E+00;9,05E-03;8,71E-01;1,00E+00;9,87E-01;2,11E-07;1,47E-07
CYLINDRIQUE;SILENENU4m;120;8,42E-01;9,88E-01;1,00E+00;8,60E-01;4,48E-05;0,00E+00;1,07E-07;7,06E-08
ELIPSOIDE2;Flattop;60;1,00E+00;9,96E-01;7,24E-01;0,00E+00;2,57E-02;9,06E-01;1,50E-08;9,92E-09
ELIPSOIDE3;SILENENU4m;45;1,00E+00;9,75E-01;7,55E-02;0,00E+00;7,02E-02;9,70E-01;9,08E-08;7,93E-08
ELIPSOIDE1;CALIBAN3m;30;1,00E+00;9,80E-01;7,69E-02;0,00E+00;4,80E-01;9,03E-01;2,43E-07;1,52E-07
CYLINDRIQUE;SILENENU05m;120;8,54E-01;9,90E-01;1,00E+00;8,58E-01;0,00E+00;2,81E-03;2,12E-07;1,40E-07
ELIPSOIDE4;SILENENU05m;345;9,87E-01;7,29E-01;0,00E+00;8,75E-03;9,50E-01;1,00E+00;2,10E-07;1,47E-07
ELIPSOIDE3;SILENENU05m;225;0,00E+00;6,91E-02;9,77E-01;1,00E+00;9,70E-01;7,39E-02;1,79E-07;1,56E-07
CYLINDRIQUE;SILENEPb4m;360;1,00E+00;8,03E-01;0,00E+00;1,03E-03;8,27E-01;9,97E-01;4,81E-08;3,22E-08
CYLINDRIQUE;Flattop;300;8,49E-01;1,12E-03;0,00E+00;8,20E-01;9,95E-01;1,00E+00;1,53E-08;9,99E-09
ELIPSOIDE4;SILENENU4m;255;9,19E-03;0,00E+00;8,69E-01;9,91E-01;1,00E+00;8,86E-01;1,06E-07;7,40E-08
ELIPSOIDE3;CALIBAN3m;75;9,95E-01;1,00E+00;8,75E-01;2,07E-02;0,00E+00;8,95E-01;2,44E-07;1,67E-07
ELIPSOIDE2;Flattop;225;0,00E+00;1,02E-01;9,67E-01;1,00E+00;9,81E-01;1,19E-01;1,32E-08;1,05E-08
ELIPSOIDE1;SILENEPb4m;255;4,91E-02;0,00E+00;8,85E-01;9,82E-01;1,00E+00;9,00E-01;5,04E-08;3,22E-08
ELIPSOIDE2;CALIBAN025m;240;0,00E+00;1,78E-02;8,83E-01;1,00E+00;9,99E-01;7,84E-01;3,16E-07;2,08E-07
CYLINDRIQUE;SILENENU05m;180;3,30E-03;8,12E-01;1,00E+00;9,93E-01;7,88E-01;0,00E+00;2,07E-07;1,37E-07
ELIPSOIDE3;Flattop;225;0,00E+00;7,17E-02;9,65E-01;1,00E+00;9,80E-01;7,83E-02;1,30E-08;1,12E-08
ELIPSOIDE2;Flattop;255;3,88E-02;0,00E+00;8,69E-01;9,89E-01;1,00E+00;9,02E-01;1,53E-08;1,01E-08
CYLINDRIQUE;CALIBAN3m;75;9,68E-01;1,00E+00;9,92E-01;4,67E-02;0,00E+00;5,36E-01;2,30E-07;1,57E-07
CYLINDRIQUE;CALIBAN025m;90;9,70E-01;9,93E-01;1,00E+00;1,27E-01;0,00E+00;1,23E-01;2,87E-07;2,27E-07
ELIPSOIDE3;Flattop;255;2,56E-02;0,00E+00;8,66E-01;9,78E-01;1,00E+00;8,69E-01;1,53E-08;1,04E-08
CYLINDRIQUE;SILENENU05m;360;1,00E+00;7,97E-01;0,00E+00;3,14E-03;8,23E-01;9,99E-01;2,08E-07;1,38E-07
ELIPSOIDE1;CALIBAN025m;30;9,85E-01;1,00E+00;9,17E-02;0,00E+00;4,75E-01;9,20E-01;3,27E-07;1,99E-07
ELIPSOIDE3;SILENENU05m;105;8,93E-01;1,00E+00;9,98E-01;8,65E-01;0,00E+00;2,13E-02;2,14E-07;1,46E-07
CYLINDRIQUE;SILENENU05m;210;0,00E+00;1,26E-01;9,66E-01;1,00E+00;9,82E-01;1,15E-01;1,88E-07;1,51E-07
ELIPSOIDE1;CALIBAN3m;195;0,00E+00;9,54E-01;9,62E-01;1,00E+00;9,81E-01;6,06E-02;2,66E-07;1,52E-07
ELIPSOIDE4;CALIBAN025m;255;1,24E-02;0,00E+00;8,78E-01;9,96E-01;1,00E+00;8,97E-01;3,19E-07;2,22E-07
ELIPSOIDE1;CALIBAN025m;45;9,82E-01;1,00E+00;1,60E-01;0,00E+00;1,45E-01;9,46E-01;2,93E-07;2,04E-07
CYLINDRIQUE;Flattop;345;9,79E-01;6,82E-01;0,00E+00;4,59E-02;9,97E-01;1,00E+00;1,57E-08;1,03E-08
ELIPSOIDE1;SILENENU05m;315;1,00E+00;1,44E-01;0,00E+00;1,44E-01;9,50E-01;9,86E-01;1,92E-07;1,38E-07
ELIPSOIDE1;SILENENU4m;45;9,61E-01;1,00E+00;1,58E-01;0,00E+00;1,35E-01;9,24E-01;9,73E-08;7,01E-08
ELIPSOIDE1;SILENENU4m;210;0,00E+00;4,89E-01;9,43E-01;1,00E+00;9,73E-01;8,59E-02;1,06E-07;6,68E-08
ELIPSOIDE2;CALIBAN025m;315;9,86E-01;1,09E-01;0,00E+00;1,07E-01;9,92E-01;1,00E+00;2,76E-07;2,20E-07
ELIPSOIDE2;CALIBAN025m;150;6,52E-02;9,57E-01;1,00E+00;9,56E-01;3,52E-01;0,00E+00;3,01E-07;2,12E-07
ELIPSOIDE4;Flattop;270;4,44E-01;0,00E+00;4,49E-01;9,90E-01;1,00E+00;9,84E-01;1,55E-08;9,02E-09
ELIPSOIDE3;SILENEPb4m;195;0,00E+00;8,70E-01;9,99E-01;1,00E+00;9,67E-01;1,37E-02;5,04E-08;3,39E-08
ELIPSOIDE4;SILENENU4m;270;4,33E-01;0,00E+00;4,42E-01;9,87E-01;1,00E+00;9,79E-01;1,09E-07;6,35E-08
CYLINDRIQUE;SILENENU4m;90;9,72E-01;1,00E+00;9,87E-01;1,18E-01;0,00E+00;1,10E-01;9,53E-08;7,76E-08
ELIPSOIDE1;SILENEPb4m;270;5,83E-01;0,00E+00;5,91E-01;9,25E-01;1,00E+00;9,27E-01;5,40E-08;2,63E-08
ELIPSOIDE2;SILENENU4m;315;9,74E-01;9,95E-02;0,00E+00;9,73E-02;9,93E-01;1,00E+00;9,17E-08;7,54E-08
ELIPSOIDE4;SILENENU4m;330;9,94E-01;1,54E-01;0,00E+00;1,83E-02;9,79E-01;1,00E+00;9,01E-08;7,90E-08
ELIPSOIDE3;CALIBAN025m;210;0,00E+00;2,60E-01;9,50E-01;1,00E+00;9,51E-01;3,74E-02;2,87E-07;2,23E-07
ELIPSOIDE4;CALIBAN025m;300;9,06E-01;5,25E-03;0,00E+00;5,99E-01;1,00E+00;9,90E-01;3,01E-07;2,18E-07
ELIPSOIDE1;CALIBAN025m;105;9,01E-01;1,00E+00;9,70E-01;9,12E-01;0,00E+00;6,52E-02;3,35E-07;2,07E-07
ELIPSOIDE4;CALIBAN025m;45;1,00E+00;9,95E-01;4,72E-02;0,00E+00;4,19E-02;9,67E-01;2,62E-07;2,41E-07
ELIPSOIDE4;Flattop;120;5,98E-01;9,84E-01;1,00E+00;9,35E-01;6,79E-03;0,00E+00;1,44E-08;1,04E-08
ELIPSOIDE4;SILENEPb4m;360;1,00E+00;8,10E-01;2,58E-03;0,00E+00;7,59E-01;9,98E-01;4,64E-08;3,27E-08
ELIPSOIDE1;SILENENU4m;330;9,78E-01;5,30E-01;0,00E+00;6,51E-02;9,64E-01;1,00E+00;1,08E-07;6,76E-08
ELIPSOIDE1;CALIBAN025m;240;0,00E+00;2,89E-02;8,66E-01;1,00E+00;9,76E-01;8,20E-01;3,32E-07;2,03E-07
ELIPSOIDE3;Flattop;195;0,00E+00;8,65E-01;9,96E-01;1,00E+00;9,59E-01;1,85E-02;1,57E-08;1,03E-08
ELIPSOIDE4;SILENENU05m;225;0,00E+00;3,75E-02;9,66E-01;1,00E+00;9,85E-01;4,28E-02;1,74E-07;1,61E-07
ELIPSOIDE3;Flattop;270;5,28E-01;0,00E+00;5,20E-01;9,83E-01;1,00E+00;9,97E-01;1,62E-08;8,70E-09
ELIPSOIDE2;SILENEPb4m;225;0,00E+00;9,24E-02;9,63E-01;1,00E+00;9,77E-01;9,88E-02;4,20E-08;3,47E-08
CYLINDRIQUE;CALIBAN3m;315;9,88E-01;5,11E-02;0,00E+00;5,36E-01;9,69E-01;1,00E+00;2,31E-07;1,57E-07
ELIPSOIDE3;SILENEPb4m;75;9,71E-01;1,00E+00;8,64E-01;1,64E-02;0,00E+00;8,61E-01;4,87E-08;3,36E-08
CYLINDRIQUE;SILENENU05m;165;3,90E-02;9,62E-01;9,93E-01;1,00E+00;6,66E-01;0,00E+00;2,16E-07;1,44E-07
ELIPSOIDE2;SILENENU05m;315;9,71E-01;1,03E-01;0,00E+00;1,03E-01;9,79E-01;1,00E+00;1,81E-07;1,47E-07
ELIPSOIDE4;CALIBAN025m;120;5,95E-01;1,00E+00;9,98E-01;9,26E-01;4,92E-03;0,00E+00;3,01E-07;2,19E-07
CYLINDRIQUE;Flattop;165;4,45E-02;9,97E-01;1,00E+00;9,77E-01;6,76E-01;0,00E+00;1,57E-08;1,03E-08
CYLINDRIQUE;CALIBAN3m;45;1,00E+00;9,99E-01;4,94E-01;0,00E+00;4,38E-02;9,59E-01;2,36E-07;1,64E-07
ELIPSOIDE4;CALIBAN025m;60;9,95E-01;1,00E+00;5,91E-01;0,00E+00;6,96E-03;9,29E-01;2,99E-07;2,17E-07
ELIPSOIDE1;SILENEPb4m;285;8,96E-01;0,00E+00;5,66E-02;8,76E-01;1,00E+00;9,46E-01;5,06E-08;3,22E-08
ELIPSOIDE3;SILENEPb4m;60;9,90E-01;1,00E+00;6,83E-01;0,00E+00;8,28E-03;9,50E-01;4,76E-08;3,33E-08
ELIPSOIDE4;CALIBAN025m;240;0,00E+00;6,57E-03;9,38E-01;9,95E-01;1,00E+00;5,84E-01;2,99E-07;2,18E-07
ELIPSOIDE4;Flattop;135;4,34E-02;9,87E-01;9,96E-01;1,00E+00;4,18E-02;0,00E+00;1,26E-08;1,16E-08
ELIPSOIDE2;SILENENU05m;135;1,03E-01;9,85E-01;1,00E+00;9,93E-01;1,06E-01;0,00E+00;1,83E-07;1,48E-07
ELIPSOIDE4;SILENEPb4m;345;9,99E-01;7,26E-01;0,00E+00;8,05E-03;9,61E-01;1,00E+00;4,83E-08;3,40E-08
ELIPSOIDE2;CALIBAN3m;60;1,00E+00;9,91E-01;7,59E-01;0,00E+00;1,48E-02;8,97E-01;2,38E-07;1,58E-07
CYLINDRIQUE;SILENENU05m;270;1,13E-01;0,00E+00;1,20E-01;9,72E-01;1,00E+00;9,90E-01;1,88E-07;1,52E-07
ELIPSOIDE3;CALIBAN3m;180;2,74E-03;8,36E-01;1,00E+00;9,94E-01;8,49E-01;0,00E+00;2,39E-07;1,59E-07
CYLINDRIQUE;SILENENU4m;165;3,24E-02;9,65E-01;1,00E+00;9,80E-01;6,69E-01;0,00E+00;1,08E-07;7,24E-08
CYLINDRIQUE;SILENENU4m;270;1,19E-01;0,00E+00;1,13E-01;9,74E-01;1,00E+00;9,86E-01;9,54E-08;7,74E-08
ELIPSOIDE3;Flattop;285;8,67E-01;0,00E+00;2,33E-02;8,68E-01;1,00E+00;9,96E-01;1,54E-08;1,05E-08
ELIPSOIDE3;Flattop;30;1,00E+00;9,47E-01;4,13E-02;0,00E+00;2,63E-01;9,76E-01;1,37E-08;1,06E-08
ELIPSOIDE2;SILENENU4m;90;9,77E-01;1,00E+00;9,60E-01;5,51E-01;0,00E+00;5,73E-01;1,17E-07;6,02E-08
CYLINDRIQUE;SILENEPb4m;225;0,00E+00;3,49E-02;9,69E-01;1,00E+00;9,77E-01;4,68E-01;4,73E-08;3,39E-08
CYLINDRIQUE;SILENENU05m;75;9,43E-01;9,87E-01;1,00E+00;3,85E-02;0,00E+00;4,99E-01;2,02E-07;1,40E-07
CYLINDRIQUE;CALIBAN025m;135;5,30E-01;9,63E-01;9,97E-01;1,00E+00;4,72E-02;0,00E+00;3,08E-07;2,09E-07
ELIPSOIDE4;CALIBAN3m;210;0,00E+00;1,54E-01;9,98E-01;1,00E+00;9,78E-01;2,26E-02;2,06E-07;1,79E-07
ELIPSOIDE3;CALIBAN025m;330;9,92E-01;2,64E-01;0,00E+00;4,12E-02;9,91E-01;1,00E+00;2,85E-07;2,23E-07
CYLINDRIQUE;SILENEPb4m;165;3,22E-02;9,76E-01;1,00E+00;9,68E-01;6,55E-01;0,00E+00;4,97E-08;3,37E-08
ELIPSOIDE1;Flattop;330;9,78E-01;5,44E-01;0,00E+00;8,31E-02;9,72E-01;1,00E+00;1,55E-08;9,46E-09
CYLINDRIQUE;SILENENU4m;360;1,00E+00;8,04E-01;2,46E-03;0,00E+00;8,23E-01;9,95E-01;1,05E-07;6,95E-08
CYLINDRIQUE;CALIBAN025m;30;1,00E+00;1,00E+00;1,29E-01;0,00E+00;1,33E-01;9,72E-01;2,88E-07;2,27E-07
ELIPSOIDE2;SILENENU4m;75;9,80E-01;1,00E+00;8,82E-01;3,70E-02;0,00E+00;8,62E-01;1,07E-07;7,14E-08
ELIPSOIDE3;SILENENU4m;315;9,83E-01;6,42E-02;0,00E+00;7,40E-02;1,00E+00;1,00E+00;8,94E-08;7,82E-08
ELIPSOIDE4;CALIBAN025m;90;9,95E-01;1,00E+00;9,76E-01;4,40E-01;0,00E+00;4,50E-01;3,28E-07;1,91E-07
ELIPSOIDE4;SILENENU05m;75;9,92E-01;1,00E+00;8,83E-01;9,85E-03;0,00E+00;8,71E-01;2,10E-07;1,47E-07
ELIPSOIDE1;CALIBAN3m;120;7,55E-01;9,73E-01;1,00E+00;9,44E-01;3,10E-02;0,00E+00;2,49E-07;1,56E-07
ELIPSOIDE4;CALIBAN025m;285;8,89E-01;0,00E+00;1,12E-02;8,80E-01;1,00E+00;9,91E-01;3,19E-07;2,22E-07
ELIPSOIDE3;CALIBAN025m;45;1,00E+00;9,78E-01;8,22E-02;0,00E+00;7,65E-02;9,96E-01;2,75E-07;2,35E-07
ELIPSOIDE3;SILENENU05m;300;9,78E-01;1,08E-02;0,00E+00;7,39E-01;1,00E+00;9,91E-01;2,08E-07;1,43E-07
ELIPSOIDE1;SILENEPb4m;45;1,00E+00;9,93E-01;1,56E-01;0,00E+00;1,36E-01;9,63E-01;4,42E-08;3,24E-08
ELIPSOIDE3;SILENENU05m;75;9,92E-01;1,00E+00;8,81E-01;2,09E-02;0,00E+00;8,94E-01;2,13E-07;1,45E-07
ELIPSOIDE2;CALIBAN025m;30;1,00E+00;9,26E-01;5,24E-02;0,00E+00;3,49E-01;9,56E-01;2,98E-07;2,11E-07
ELIPSOIDE1;SILENENU05m;165;3,89E-02;9,21E-01;9,75E-01;1,00E+00;9,60E-01;0,00E+00;2,32E-07;1,36E-07
ELIPSOIDE1;Flattop;315;9,98E-01;1,59E-01;0,00E+00;1,57E-01;9,49E-01;1,00E+00;1,41E-08;9,82E-09
ELIPSOIDE1;SILENENU4m;135;1,48E-01;9,66E-01;9,90E-01;1,00E+00;1,48E-01;0,00E+00;9,64E-08;6,97E-08
ELIPSOIDE1;SILENENU4m;60;1,00E+00;9,94E-01;8,27E-01;0,00E+00;2,90E-02;8,65E-01;1,10E-07;6,88E-08
ELIPSOIDE4;SILENENU4m;75;9,89E-01;1,00E+00;8,83E-01;9,35E-03;0,00E+00;8,67E-01;1,06E-07;7,39E-08
ELIPSOIDE3;SILENENU4m;285;8,62E-01;0,00E+00;1,88E-02;8,86E-01;1,00E+00;9,99E-01;1,08E-07;7,39E-08
ELIPSOIDE2;SILENEPb4m;300;8,97E-01;1,68E-02;0,00E+00;7,66E-01;9,98E-01;1,00E+00;4,80E-08;3,23E-08
ELIPSOIDE1;Flattop;90;9,41E-01;1,00E+00;9,48E-01;5,97E-01;0,00E+00;6,19E-01;1,72E-08;8,19E-09
CYLINDRIQUE;SILENENU05m;315;1,00E+00;4,14E-02;0,00E+00;5,01E-01;9,39E-01;9,88E-01;2,01E-07;1,40E-07
CYLINDRIQUE;SILENEPb4m;330;9,88E-01;1,20E-01;0,00E+00;9,96E-02;9,68E-01;1,00E+00;4,33E-08;3,54E-08
CYLINDRIQUE;SILENEPb4m;90;9,74E-01;1,00E+00;9,87E-01;1,05E-01;0,00E+00;1,02E-01;4,31E-08;3,56E-08
ELIPSOIDE4;SILENEPb4m;30;1,00E+00;9,75E-01;1,58E-02;0,00E+00;1,42E-01;9,99E-01;4,10E-08;3,63E-08
ELIPSOIDE2;SILENEPb4m;60;9,94E-01;1,00E+00;7,25E-01;0,00E+00;1,38E-02;8,99E-01;4,77E-08;3,23E-08
ELIPSOIDE3;CALIBAN025m;240;0,00E+00;1,40E-02;9,40E-01;9,87E-01;1,00E+00;7,22E-01;3,15E-07;2,15E-07
ELIPSOIDE1;CALIBAN025m;90;9,07E-01;1,00E+00;9,41E-01;6,19E-01;0,00E+00;5,84E-01;3,54E-07;1,69E-07
ELIPSOIDE2;SILENEPb4m;165;1,89E-02;9,88E-01;1,00E+00;9,96E-01;8,95E-01;0,00E+00;5,22E-08;3,39E-08
CYLINDRIQUE;CALIBAN025m;60;9,95E-01;1,00E+00;8,72E-01;0,00E+00;2,81E-03;8,63E-01;3,23E-07;2,09E-07
ELIPSOIDE1;SILENENU05m;105;8,84E-01;1,00E+00;9,64E-01;8,96E-01;0,00E+00;6,56E-02;2,20E-07;1,38E-07
CYLINDRIQUE;CALIBAN025m;15;9,93E-01;1,00E+00;4,62E-02;0,00E+00;6,98E-01;9,65E-01;3,23E-07;2,10E-07
ELIPSOIDE4;SILENEPb4m;225;0,00E+00;3,27E-02;9,55E-01;1,00E+00;9,92E-01;3,94E-02;3,98E-08;3,73E-08
ELIPSOIDE2;CALIBAN3m;270;5,70E-01;0,00E+00;5,71E-01;9,79E-01;1,00E+00;9,92E-01;2,65E-07;1,35E-07
ELIPSOIDE2;CALIBAN025m;180;3,43E-03;8,38E-01;1,00E+00;9,84E-01;7,45E-01;0,00E+00;3,14E-07;1,99E-07
CYLINDRIQUE;CALIBAN3m;15;1,00E+00;9,98E-01;4,55E-02;0,00E+00;7,17E-01;9,62E-01;2,42E-07;1,58E-07
ELIPSOIDE1;SILENEPb4m;180;4,01E-03;7,20E-01;1,00E+00;9,75E-01;7,94E-01;0,00E+00;4,99E-08;3,04E-08
ELIPSOIDE4;SILENENU05m;105;8,72E-01;1,00E+00;9,88E-01;8,83E-01;0,00E+00;9,14E-03;2,11E-07;1,47E-07
ELIPSOIDE3;SILENENU05m;135;7,72E-02;9,92E-01;1,00E+00;9,75E-01;7,10E-02;0,00E+00;1,79E-07;1,55E-07
ELIPSOIDE3;SILENENU4m;30;1,00E+00;9,82E-01;3,77E-02;0,00E+00;2,57E-01;9,96E-01;9,47E-08;7,53E-08
ELIPSOIDE3;SILENENU4m;240;0,00E+00;8,73E-03;9,35E-01;9,79E-01;1,00E+00;7,14E-01;1,04E-07;7,24E-08
CYLINDRIQUE;SILENENU4m;180;0,00E+00;8,25E-01;9,95E-01;1,00E+00;8,03E-01;2,37E-03;1,05E-07;6,95E-08
ELIPSOIDE4;CALIBAN025m;210;0,00E+00;1,62E-01;1,00E+00;9,97E-01;9,72E-01;2,04E-02;2,74E-07;2,36E-07
ELIPSOIDE3;CALIBAN3m;45;1,00E+00;9,84E-01;7,84E-02;0,00E+00;7,29E-02;9,86E-01;2,05E-07;1,77E-07
ELIPSOIDE2;Flattop;300;9,09E-01;2,09E-02;0,00E+00;7,55E-01;9,94E-01;1,00E+00;1,51E-08;1,00E-08
ELIPSOIDE3;SILENENU4m;150;4,06E-02;9,87E-01;9,97E-01;1,00E+00;2,47E-01;0,00E+00;9,61E-08;7,68E-08
ELIPSOIDE1;Flattop;225;0,00E+00;1,43E-01;9,17E-01;9,83E-01;1,00E+00;1,62E-01;1,40E-08;9,70E-09
ELIPSOIDE3;CALIBAN3m;300;9,62E-01;1,28E-02;0,00E+00;7,41E-01;1,00E+00;9,86E-01;2,36E-07;1,63E-07
ELIPSOIDE2;SILENENU05m;255;3,98E-02;0,00E+00;8,49E-01;9,71E-01;1,00E+00;8,55E-01;2,11E-07;1,40E-07
ELIPSOIDE1;SILENENU4m;315;9,88E-01;1,48E-01;0,00E+00;1,48E-01;9,71E-01;1,00E+00;9,69E-08;6,98E-08
ELIPSOIDE1;SILENENU4m;30;1,00E+00;9,89E-01;7,96E-02;0,00E+00;4,99E-01;9,70E-01;1,06E-07;6,68E-08
ELIPSOIDE4;SILENEPb4m;60;1,00E+00;1,00E+00;5,68E-01;0,00E+00;3,34E-03;9,25E-01;4,52E-08;3,33E-08
ELIPSOIDE3;CALIBAN3m;360;9,94E-01;8,49E-01;0,00E+00;2,96E-03;8,32E-01;1,00E+00;2,39E-07;1,59E-07
CYLINDRIQUE;Flattop;210;0,00E+00;1,30E-01;9,60E-01;1,00E+00;9,47E-01;1,12E-01;1,36E-08;1,08E-08
ELIPSOIDE1;CALIBAN025m;75;1,00E+00;9,96E-01;8,99E-01;5,96E-02;0,00E+00;9,03E-01;3,34E-07;2,06E-07
ELIPSOIDE3;SILENENU05m;195;0,00E+00;8,63E-01;1,00E+00;9,93E-01;9,64E-01;1,98E-02;2,16E-07;1,43E-07
